tweet_id,text,q1_label,q2_label,q3_label,q4_label,q5_label,q6_label,q7_label
1241700000000000000 ,"“I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.” This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",no,NA,NA,NA,NA,no_not_harmful,yes_discusses_action_taken
1241290000000000000 ,"Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it. Both drugs affect the QT interval of your heart and can lead to arrhythmias and sudden death, especially if you are taking other meds or have a heart condition.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,yes_very_urgent,no_not_harmful,yes_discusses_cure
1240340000000000000 ,Day 5: We have rediscovered farming,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241900000000000000 ,This Corona virus will pass by mid April !! Speaking it into existence,yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1242300000000000000 ,Thank you everyone for your incredible messages of support and encouragement.??  Many of you asked what it was like in the ER right now. I want to share a bit with you. Please RT:  A Day in the Life of an ER Doc - A Brief Dispatch from the #COVID19 Frontline:,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242480000000000000 ,"My fellow citizens,   THERE IS ABSOLUTELY NO NEED TO PANIC.  Essential commodities, medicines etc. would be available. Centre and various state governments will work in close coordination to ensure this.  Together, we will fight COVID-19 and create a healthier India.   Jai Hind!",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1240780000000000000 ,Dogs when they found out their owners can’t leave because of the corona virus https://t.co/ciwmNz0q36,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241530000000000000 ,no.. one...  cleans like Gaston quarantines like Gaston no one stops spreading COVID-19 like Gaston,yes,4_yes_probably_contains_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_joke_or_sarcasm,no_not_interesting
1241250000000000000 ,"This is why the beaches haven't closed in Florida, and why they've had minimal COVID-19 prevention. Absolute dysfunction. https://t.co/8x2tcQeg21",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1241400000000000000 ,My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. “I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers.” #Covid19 #coronavirus https://t.co/NbYuWePIVt,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1240990000000000000 ,"COVID-19  Finally, some sensible advice from a Nurse  “What I have seen a lot of are recommendations for how to try to avoid getting coronavirus in the first place -- good hand washing, personal hygiene and social distancing -- but what I have NOT seen a lot of is advice for...",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240670000000000000 ,"Corona Virus isn't real, the government just wants everyone inside for two weeks so they can change the batteries in the birds.",yes,5_yes_definitely_contains_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_joke_or_sarcasm,no_not_interesting
1241360000000000000 ,day 6 of quarantine: my dad gave a talk to the cats about covid-19 ???????????????? https://t.co/mLdFXzcE2P,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1240620000000000000 ,This is Generation Z.   I want to name that because folks love calling everybody 40 and under Millennials.  Millennials are not at Spring Break.  Millennials are at home yelling at their Boomer parents who won’t sit still because they have “faith over fear”.,yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1240780000000000000 ,“hey guys happy self quarantine. The corona virus is a real thing.”  wow I had no idea! thanks Kylie! https://t.co/gfPNwVFH3e,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241050000000000000 ,"The World Health Organization warns young people: “You are not invincible.”   COVID-19 could “put you in hospital for weeks, or even kill you. Even if you don’t get sick, the choices you make about where you go could be the difference between life and death for someone else.”",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,yes_contains_advice
1240850000000000000 ,This man hospital bill bout to be so much.,yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241700000000000000 ,Video of a hospital in Spain. Watch it. Watch it again with the volume up.  Now cancel that brunch.  Postpone that coffee meet-up.  Rain check that dinner with friends.  Sucks doesn’t it? But not as hard as this ?? #COVIDー19 #coronavirus #StayAtHome   https://t.co/LM9BnFQf3E,no,NA,NA,NA,NA,yes_rumor_conspiracy,yes_classified_as_in_question_6
1242090000000000000 ,When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... ????came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240790000000000000 ,"Covid-19 might be big, but I just want to remind y’all that our God is BIGGER.?",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242130000000000000 ,CDC just announced that corona can be spread via Instagram story challenges :-/,yes,5_yes_definitely_contains_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_joke_or_sarcasm,no_not_interesting
1241230000000000000 ,"Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q7MpbpES8",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1240810000000000000 ,Anybody else just randomly yell “Corona Virus” in Cardi’s voice ?,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241750000000000000 ,"These workers need protection, healthcare, and sick pay—regardless of citizenship status. Their services are ESSENTIAL and there needs to be more aggressive dialogue around this issue. WHAT WOULD LIFE LOOK LIKE WITHOUT THEM? I don’t want to know!",no,NA,NA,NA,NA,no_not_harmful,yes_calls_for_action
1240850000000000000 ,me: h-  my mom with her phd in corona virus after graduating from whatsapp threads: https://t.co/msWK8DKN2G,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241950000000000000 ,Check out BTS’ message of hope to overcome #COVID19 by looking after each other! We invite Son Heung-min to continue the message!  https://t.co/FYtSkDvwjs  #StayConnected #StayStrong_ARMY #????_?? #??????????? #BTSLoveMyself #ENDviolence,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240680000000000000 ,White People: COVID-19  Black Folks: the RONA   Gay People : Miss Rona   ????,no,NA,NA,NA,NA,yes_xenophobic_racist_prejudices_or_hate_speech,no_not_interesting
1240830000000000000 ,corona sis you leaving by may right? https://t.co/vwDdLhmAwz,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240710000000000000 ,wow...taken this morning....never seen Vegas this empty before tbh #coronavirus https://t.co/9YbvuimUX2,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240620000000000000 ,"There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (including me) complaining of what we now know as the symptoms for corona.",yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_other
1240630000000000000 ,"So, due to COVID-19 fucking everything up, i thought 'Why dont we have a Twitter prom?'   So, without further ado, i invite you all the My twitter prom! You can ask someone to go with you as a friend or as a partner. The prom will be held on the 25th of March.   Interact to join!",no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241440000000000000 ,Batman bussing tables now. Times is hard.,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241990000000000000 ,From this                      to this https://t.co/DzPYqg6ile,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241390000000000000 ,"Today we lost 2 colleagues, A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .  We pause to pray for them, And yet this war is just starting, with no end in sight!  We ask for your prayers  We ask our politicians to help and aggresively act for support!",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1240690000000000000 ,China has 24 times more people than Italy...,yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241050000000000000 ,"After this is all over, please remember in future job interviews to ask them what their company did to protect their employees with regards to the global COVID-19 situation. Can't be risking working for wayward companies.",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242140000000000000 ,my flintstones gummies from 15 years ago fighting corona   https://t.co/wHeBEN1Mos,yes,5_yes_definitely_contains_false_info,1_no_definitely_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_joke_or_sarcasm,no_not_interesting
1242190000000000000 ,Iceland tested its entire population. Read that again: ITS ENTIRE POPULATION.,yes,3_not_sure,4_yes_probably_of_interest,2_no_probably_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1240800000000000000 ,But bitch y’all said— https://t.co/QhBvs99XxI,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240340000000000000 ,"Hi.   Yes, it originated in China, but the technical term is Covid-19   Your mom originated from the back of a Buick Skylark, but we call her Judith  Don’t be mean.",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,4_yes_probably_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241140000000000000 ,Dominican Republic found the cure for Covid-19 ?? https://t.co/1CfA162Lq3,yes,4_yes_probably_contains_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_joke_or_sarcasm,no_not_interesting
1242260000000000000 ,Y’all had the gummies? I was eating that pure ROCK we ain’t built the same,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241090000000000000 ,The epidemiologist who helped eradicate smallpox says Trump’s early handling of COVID-19 is “is the most irresponsible act of an elected official that I've ever witnessed in my lifetime.” https://t.co/4XBSIumeBL,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,no_too_trivial_to_check,no_not_harmful,yes_blame_authorities
1242110000000000000 ,Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks. https://t.co/7cy71sKLVG,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240740000000000000 ,celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1240860000000000000 ,"Every Senator that did insider trading after that COVID-19 briefing should immediately resign.  Yes, that applies to both parties.",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240720000000000000 ,ICE pretended to be doctors. There are no fucking words. Please donate if you can,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1240730000000000000 ,Bro idk what’s going on but I agree with them. Fuck mini coopers. Small ass cars always looking like a parking spot until you get closer.,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242490000000000000 ,Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241720000000000000 ,"Dear Allah, please protect Gaza at all costs",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241510000000000000 ,"president of Slovakia showing up in her corona drip, hand-tailored matching fabric surgical masks..... impeccable https://t.co/PgZB1YvuDs",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1240330000000000000 ,This episode of Black Mirror is too fucking long,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240350000000000000 ,This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your trifflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm coming up there and I'm gonna beat the fuck out of you bitch,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241950000000000000 ,Bro these the only 3 songs I’m hearing on my TL ?? lord take this corona away now! https://t.co/trrMoNBfUa,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240710000000000000 ,"Not all heroes wear capes, sometimes they just wear blanket then netflix n chill for 2 weeks",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241050000000000000 ,its always the comfortable spots hits 3G ??,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1241840000000000000 ,me to corona after finding out she infected harvey weinstein https://t.co/OQVMA6bHk7,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1240910000000000000 ,"Germany is conducting 160k Covid-19 tests a week. It has a total 35k ventilators, 10k ordered to be made by the govt. It has converted a new 1k bed hospital in Berlin.   It’s death rate is tiny bcos it’s mass testing allows quarantine and bcos it has fewer non reported cases.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,yes_discusses_action_taken
1240860000000000000 ,People after the covid-19 quarantine  : https://t.co/8KDVUmc9Uw,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1242540000000000000 ,"Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first child death from the virus in the US.  “A devastating reminder that COVID-19 infects people of all ages,” LA health official says.",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,yes_other
1242460000000000000 ,Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona https://t.co/jKyFMOQO5a,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240650000000000000 ,Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....,yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1240600000000000000 ,everyone coming out of corona as barista,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1242230000000000000 ,".@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1241920000000000000 ,"One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.  My whole body feels numb. ??",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241020000000000000 ,If you told me on New Years that within 3 months of 2020:                                -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer   I would’ve legitimately thought the world was ending.,yes,1_no_definitely_contains_no_false_info,2_no_probably_not_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241570000000000000 ,"ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good,  provide them strength to go through it. ??",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242200000000000000 ,"One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think? ??",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242280000000000000 ,THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should not be lost on anyone that there's no such thing as a functioning economy and society so long as covid-19 continues to spread uncontrolled in our biggest cities.,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241900000000000000 ,"Mitch abandoned bipartisan work on the COVID-19 bill, then tried to pass a no-strings attached corporate bailout that didn't sufficiently help health care workers, first responders, and working class families. Focus on the PEOPLE, @senatemajldr, not Wall Street.",yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1242410000000000000 ,"Trigger warning.  This man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. THE GOVERNMENT NEEDS TO ASSURE FILIPINOS THAT WHEN THEY GOT THE VIRUS, THEY CAN GO TO A HOSPITAL &amp; BE TREATED FOR FREE!",no,NA,NA,NA,NA,yes_rumor_conspiracy,yes_classified_as_in_question_6
1240680000000000000 ,"This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. https://t.co/zRjppSxpPn",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241050000000000000 ,Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241790000000000000 ,This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting https://t.co/8dIzFxe9vH,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1240810000000000000 ,"To be clear, Sen Loeffler not only dumped stock, illegally using non-public information (allegedly), she used the proceeds to buys stock in a TELEWORKING SOFTWARE company, profiting off the #COVID19-induced collapse of the economy.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1241130000000000000 ,"Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's to come.  In Texas, Greg Abbott is “fake coughing” to a reporter's questions, and Sen Cornyn is tweeting Corona beer pics  2 weeks from now my state will be a dystopian rodeo.?  Book it.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1241120000000000000 ,"I hear unfounded rumors about #NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the #Covid_19  response, click the link. #COVID19  https://t.co/JZROM4xfF9",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241420000000000000 ,FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun,yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241180000000000000 ,"? Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate information.  Help control the spread of rumors by sharing this page:  https://t.co/12GySEYYXV https://t.co/MJI3xTDpVs",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241110000000000000 ,"Be vigilant for misinformation, rumors, and factual errors. Go to trusted sources for information about #COVID19! https://t.co/1djjKRuU5I",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242430000000000000 ,"Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax.   Neither Republican has resigned.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_blame_authorities
1242220000000000000 ,Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/7NgmdaoGbQ,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241920000000000000 ,Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_blame_authorities
1242060000000000000 ,"Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS  These messages are developed with the intent to cause fear &amp; panic  Please disregard messages that are not signed by official sources https://t.co/zQrpNeOfet #COVID19 https://t.co/07fsRA2ny5",yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1240680000000000000 ,"Gee, if COVID-19 isn’t a hoax after all, is it possible climate change isn’t either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught flat-footed next time?",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240740000000000000 ,"At 8:00 pm today local time in #Wuhan. See how few lights there are? One can fake the numbers, but can’t fake the fact that only a few apartments  are still lit up. Where have people gone? #CCPVirus #COVID19ON #coronavirus https://t.co/VBevAqy0XC",no,NA,NA,NA,NA,yes_panic,yes_classified_as_in_question_6
